UBERON:0000000	processual entity
UBERON:0010123	future facial nucleus
UBERON:0010125	future superior salivatory nucleus
UBERON:0010129	femur cartilage element
UBERON:0010130	embryonic autopod plate
UBERON:0010131	conducting tissue of heart
UBERON:0010133	neuroendocrine gland
UBERON:0010134	secretory circumventricular organ
UBERON:0010135	sensory circumventricular organ
UBERON:0010141	primitive sex cord of indifferent gonad
UBERON:0010143	seminal vesicle fluid
UBERON:0010147	male accessory sex gland
UBERON:0010152	skin mucus
UBERON:0010160	lumen of lymphatic vessel
UBERON:0010161	lumen of blood vessel
UBERON:0010162	post-anal tail tip
UBERON:0010164	collection of hairs
UBERON:0010165	collection of hair on face
UBERON:0010171	strand of hair of face
UBERON:0010186	male urethral gland
UBERON:0010187	female urethral gland
UBERON:0010188	protuberance
UBERON:0010189	right atrium venous valve
UBERON:0010190	pair of dorsal aortae
UBERON:0010191	aortic system
UBERON:0010192	genital artery
UBERON:0010199	bona-fide anatomical boundary
UBERON:0010202	lateral line
UBERON:0010204	tail vasculature
UBERON:0010212	laryngeal apparatus
UBERON:0010213	laryngeal pre-cartilage condensation
UBERON:0010221	laryngeal associated mesenchyme
UBERON:0010225	thalamic complex
UBERON:0010227	future cardiac atrium
UBERON:0010230	eyeball of camera-type eye
UBERON:0010233	stroma of thyroid gland
UBERON:0010243	merocrine gland
UBERON:0010252	1st arch mandibular mesenchyme from neural crest
UBERON:0010253	1st arch maxillary mesenchyme from neural crest
UBERON:0010254	2nd arch mesenchyme from neural crest
UBERON:0010255	3rd arch mesenchyme from neural crest
UBERON:0010256	4th arch mesenchyme from neural crest
UBERON:0010257	6th arch mesenchyme from neural crest
UBERON:0010258	mesenchyme from rhombencephalic neural crest
UBERON:0010259	1st arch mesenchyme from neural crest
UBERON:0010260	umbilical blood vessel
UBERON:0010272	hyoid apparatus
UBERON:0010273	zone of hyoid bone
UBERON:0010276	space in vertebral column
UBERON:0010284	lacrimal punctum
UBERON:0010285	midbrain basal plate
UBERON:0010286	midbrain neural tube
UBERON:0010291	layer of sclera
UBERON:0010294	scleral endothelium
UBERON:0010295	substantia propria of sclera
UBERON:0010299	scleral mesenchyme
UBERON:0010302	amnioserosa
UBERON:0010303	extraembryonic epithelium
UBERON:0010304	non-keratinized stratified squamous epithelium
UBERON:0010305	subdivision of conjunctiva
UBERON:0010312	immature eye
UBERON:0010313	neural crest-derived structure
UBERON:0010314	structure with developmental contribution from neural crest
UBERON:0010316	germ layer / neural crest
UBERON:0010321	skeletal element of eye region
UBERON:0010323	cranial skeletal system
UBERON:0010328	limb bud mesenchyme
UBERON:0010329	paired limb/fin bud mesenchyme
UBERON:0010330	eyelid mesenchyme
UBERON:0010332	epithelium of handplate
UBERON:0010333	extraembryonic membrane mesenchyme
UBERON:0010334	maxillary process mesenchyme from neural crest
UBERON:0010335	maxillary process mesenchyme from head mesenchyme
UBERON:0010336	mandibular process mesenchyme from neural crest
UBERON:0010337	mandibular process mesenchyme from head mesenchyme
UBERON:0010338	1st arch maxillary mesenchyme from head mesenchyme
UBERON:0010339	1st arch mandibular mesenchyme from head mesenchyme
UBERON:0010341	1st arch mesenchyme from head mesenchyme
UBERON:0010343	2nd arch mesenchyme from head mesenchyme
UBERON:0010344	3rd arch mesenchyme from head mesenchyme
UBERON:0010345	4th arch mesenchyme from head mesenchyme
UBERON:0010347	6th arch mesenchyme from head mesenchyme
UBERON:0010349	otic capsule pre-cartilage condensation
UBERON:0010355	ossification center
UBERON:0010358	arch of centrum of vertebra
UBERON:0010359	pharyngeal arch mesenchyme from neural crest
UBERON:0010360	pharyngeal arch mesenchyme from head mesenchyme
UBERON:0010362	endoskeleton
UBERON:0010363	endochondral element
UBERON:0010364	dermal skeleton
UBERON:0010365	odontoid tissue
UBERON:0010366	conjunctival vasculature
UBERON:0010367	conjunctival vein
UBERON:0010368	pulmonary lobule
UBERON:0010371	ecto-epithelium
UBERON:0010375	pancreas dorsal primordium
UBERON:0010376	pancreas ventral primordium
UBERON:0010377	mesenchyme from somatopleure
UBERON:0010378	mesenchyme from splanchnopleure
UBERON:0010380	enteric nerve
UBERON:0010386	Peyer's patch follicle
UBERON:0010388	proximal segment of rib
UBERON:0010390	lumen of urethra
UBERON:0010395	lymph node primary follicle
UBERON:0010402	epidermis suprabasal layer
UBERON:0010403	brain marginal zone
UBERON:0010409	ocular surface region
UBERON:0010418	urethral opening
UBERON:0010420	lymph node follicular corona
UBERON:0010421	spleen B cell corona
UBERON:0010422	primary nodular lymphoid tissue
UBERON:0010423	primary lymphoid nodule of tonsil
UBERON:0010425	internal naris
UBERON:0010427	ciliary processes
UBERON:0010428	flat bone
UBERON:0010498	pseudostratified columnar epithelium
UBERON:0010499	pseudostratified ciliated columnar epithelium
UBERON:0010521	electroreceptor organ
UBERON:0010522	replacement element
UBERON:0010523	microcirculatory vessel
UBERON:0010527	cavity of bone organ
UBERON:0010528	pneumatic cavity of bone
UBERON:0010531	metanephros induced blastemal cells
UBERON:0010532	primitive nephron
UBERON:0010533	metanephros cortex
UBERON:0010534	primitive mesonephric nephron
UBERON:0010535	primitive metanephric nephron
UBERON:0010536	nephron progenitor
UBERON:0010537	mesonephric nephron progenitor
UBERON:0010538	paired limb/fin segment
UBERON:0010540	tarsus pre-cartilage condensation
UBERON:0010541	tarsus cartilage element
UBERON:0010543	acropodial skeleton
UBERON:0010544	metacarpus skeleton
UBERON:0010545	metatarsus skeleton
UBERON:0010546	metapodial skeleton
UBERON:0010585	pedal digit phalanx pre-cartilage condensation
UBERON:0010586	manual digit phalanx pre-cartilage condensation
UBERON:0010685	pedal digit phalanx cartilage element
UBERON:0010686	manual digit phalanx cartilage element
UBERON:0010687	pedal digit metatarsal pre-cartilage condensation
UBERON:0010688	skeleton of manual acropodium
UBERON:0010695	mesenchyme of tarsal region
UBERON:0010696	skeleton of pedal acropodium
UBERON:0010697	pedal digit metatarsal cartilage element
UBERON:0010698	manual digit metacarpus pre-cartilage condensation
UBERON:0010699	manual digit metacarpus cartilage element
UBERON:0010700	phalanx pre-cartilage condensation
UBERON:0010701	phalanx cartilage element
UBERON:0010702	digit mesenchyme
UBERON:0010703	forelimb zeugopod skeleton
UBERON:0010707	appendage girdle complex
UBERON:0010708	pectoral complex
UBERON:0010709	pelvic complex
UBERON:0010712	limb skeleton subdivision
UBERON:0010719	girdle skeleton
UBERON:0010720	hindlimb zeugopod skeleton
UBERON:0010728	sphenoid lesser wing pre-cartilage condensation
UBERON:0010740	bone of appendage girdle complex
UBERON:0010741	bone of pectoral complex
UBERON:0010742	bone of pelvic complex
UBERON:0010743	meningeal cluster
UBERON:0010748	lymph node follicle
UBERON:0010753	lymph node secondary follicle
UBERON:0010754	germinal center
UBERON:0010755	secondary follicle corona
UBERON:0010758	subdivision of organism along appendicular axis
UBERON:0010843	clavicle cartilage element
UBERON:0010844	clavicle pre-cartilage condensation
UBERON:0010849	tibia cartilage element
UBERON:0010850	tibia pre-cartilage condensation
UBERON:0010881	limb cartilage element
UBERON:0010882	limb bone pre-cartilage condensation
UBERON:0010883	forelimb cartilage element
UBERON:0010884	forelimb bone pre-cartilage condensation
UBERON:0010885	hindlimb cartilage element
UBERON:0010886	hindlimb pre-cartilage condensation
UBERON:0010890	pelvic complex muscle
UBERON:0010891	pectoral complex muscle
UBERON:0010893	median external naris
UBERON:0010899	synchronous hermaphroditic organism
UBERON:0010905	clavicle bone primordium
UBERON:0010911	ossicle
UBERON:0010912	subdivision of skeleton
UBERON:0010913	vertebral element
UBERON:0010948	cleidooccipital muscle
UBERON:0010949	sternooccipital muscle
UBERON:0010955	trapezius pre-muscle mass
UBERON:0010959	craniocervical muscle
UBERON:0010963	trunk and cervical myotome group
UBERON:0010982	latissimus dorsi pre-muscle mass
UBERON:0010983	levator scapulae pre-muscle mass
UBERON:0010984	pectoral pre-muscle mass
UBERON:0010986	serratus ventralis pre-muscle mass
UBERON:0010996	articular cartilage of joint
UBERON:0011004	pharyngeal arch cartilage
UBERON:0011060	perilymphatic channel
UBERON:0011088	ligament of knee joint
UBERON:0011090	skeleton of right pelvic girdle
UBERON:0011091	skeleton of left pelvic girdle
UBERON:0011092	right pelvic girdle region
UBERON:0011093	left pelvic girdle region
UBERON:0011094	vertebra cartilage element
UBERON:0011095	vertebra pre-cartilage condensation
UBERON:0011096	lacrimal nerve
UBERON:0011107	synovial joint of pelvic girdle
UBERON:0011108	synovial joint of pectoral girdle
UBERON:0011118	tarsometatarsal joint
UBERON:0011119	carpometacarpal joint
UBERON:0011120	laryngeal joint
UBERON:0011131	intermetacarpal joint
UBERON:0011132	intercarpal joint
UBERON:0011133	intermetatarsal joint
UBERON:0011134	nonsynovial joint
UBERON:0011135	intervertebral cartilage
UBERON:0011136	ligament of vertebral column
UBERON:0011137	axial skeletal system
UBERON:0011138	postcranial axial skeletal system
UBERON:0011139	synovial limb joint
UBERON:0011141	appendicular ossicle
UBERON:0011142	axial ossicle
UBERON:0011143	upper urinary tract
UBERON:0011148	submucosal gland
UBERON:0011156	facial skeleton
UBERON:0011158	primary subdivision of skull
UBERON:0011159	primary subdivision of cranial skeletal system
UBERON:0011164	neurocranium bone
UBERON:0011184	epithelium of crypt of Lieberkuhn
UBERON:0011185	gastrointestinal sphincter
UBERON:0011189	lamina propria of large intestine
UBERON:0011197	parathyroid epithelium
UBERON:0011198	muscle layer of large intestine
UBERON:0011201	muscle layer of small intestine
UBERON:0011213	root of vagus nerve
UBERON:0011215	central nervous system cell part cluster
UBERON:0011216	organ system subdivision
UBERON:0011222	intra-ocular muscle
UBERON:0011233	synovial membrane of synovial tendon sheath
UBERON:0011234	fibrous membrane of synovial tendon sheath
UBERON:0011249	appendicular skeletal system
UBERON:0011250	autopod bone
UBERON:0011270	dorsal trunk
UBERON:0011272	embryonic skin basal layer
UBERON:0011289	pharyngobasilar fascia
UBERON:0011298	submucosa of uterine tube
UBERON:0011299	white matter of telencephalon
UBERON:0011300	gray matter of telencephalon
UBERON:0011332	extrinsic tongue pre-muscle mass
UBERON:0011362	cranial blood vasculature
UBERON:0011363	cranial lymph vasculature
UBERON:0011374	prepuce
UBERON:0011375	skin of prepuce of clitoris
UBERON:0011565	lumen of gastrointestinal system
UBERON:0011566	lumen of esophagus
UBERON:0011574	mesonephric duct lumen
UBERON:0011582	paired limb/fin skeleton
UBERON:0011583	stylopodial skeleton
UBERON:0011584	zeugopodial skeleton
UBERON:0011585	cell condensation
UBERON:0011587	pre-dentine
UBERON:0011588	pre-enamel
UBERON:0011589	non-mineralized cartilage tissue
UBERON:0011591	tract of diencephalon
UBERON:0011594	dentary tooth
UBERON:0011595	jaw region
UBERON:0011596	future lower lip
UBERON:0011602	gingiva of lower jaw
UBERON:0011642	oral epithelium from ectoderm
UBERON:0011648	jaw muscle
UBERON:0011676	subdivision of organism along main body axis
UBERON:0011677	trunk vertebra
UBERON:0011679	proximal tarsal bone
UBERON:0011695	embryonic cardiovascular system
UBERON:0011757	differentiated genital tubercle
UBERON:0011766	left recurrent laryngeal nerve
UBERON:0011767	right recurrent laryngeal nerve
UBERON:0011769	cartilaginous projection
UBERON:0011772	lower jaw opening
UBERON:0011775	vagus nerve nucleus
UBERON:0011777	nucleus of spinal cord
UBERON:0011779	nerve of head region
UBERON:0011814	non-neurogenic ectodermal placode
UBERON:0011817	skin appendage placode
UBERON:0011820	atrioventricular region
UBERON:0011821	irregular connective tissue
UBERON:0011822	dense irregular connective tissue
UBERON:0011823	dense connective tissue
UBERON:0011824	fibrous connective tissue
UBERON:0011825	loose connective tissue
UBERON:0011845	duct of sebaceous gland
UBERON:0011846	acinus of sebaceous gland
UBERON:0011850	acinus of salivary gland
UBERON:0011856	acinus of lactiferous gland
UBERON:0011857	acinus of lacrimal gland
UBERON:0011858	acinus of exocrine gland
UBERON:0011860	collection of collagen fibrils
UBERON:0011861	aorta collagen fibril
UBERON:0011862	pulmonary collagen fibril
UBERON:0011863	bone collagen fibril
UBERON:0011864	tendon collagen fibril
UBERON:0011865	corneal stroma collagen fibril
UBERON:0011875	ligament of sternoclavicular joint
UBERON:0011878	muscle layer of esophagus
UBERON:0011892	anterior uvea
UBERON:0011894	lumen of vagina
UBERON:0011899	epimysium
UBERON:0011919	yolk sac blood island
UBERON:0011921	connecting stalk blood islands
UBERON:0011922	cochlear basement membrane
UBERON:0011925	preganglionic autonomic fiber
UBERON:0011927	preganglionic sympathetic fiber
UBERON:0011931	nasal hair
UBERON:0011932	pilosebaceous unit
UBERON:0011953	stomach glandular region
UBERON:0011955	left hepatic vein
UBERON:0011956	right hepatic vein
UBERON:0011960	articular capsule of glenohumeral joint
UBERON:0011972	medial ligament of ankle joint
UBERON:0011973	epiphysis of phalanx of pes
UBERON:0011974	epiphysis of proximal phalanx of pes
UBERON:0011975	epiphysis of middle phalanx of pes
UBERON:0011976	epiphysis of distal phalanx of pes
UBERON:0011977	epiphysis of proximal phalanx of manus
UBERON:0011978	epiphysis of middle phalanx of manus
UBERON:0011979	epiphysis of distal phalanx of manus
UBERON:0011980	crurotarsal joint
UBERON:0011997	coelom
UBERON:0012054	myocoele
UBERON:0012069	epithelium-associated lymphoid tissue
UBERON:0012075	replacement bone
UBERON:0012080	patella cartilage element
UBERON:0012081	patella pre-cartilage condensation
UBERON:0012082	bronchial lumen
UBERON:0012125	dermatological-muscosal system
UBERON:0012139	segment of autopod
UBERON:0012140	digitopodium region
UBERON:0012141	manual digitopodium region
UBERON:0012142	pedal digitopodium region
UBERON:0012150	skeleton of digitopodium
UBERON:0012151	skeleton of manual digitopodium
UBERON:0012152	skeleton of pedal digitopodium
UBERON:0012168	umbilical cord blood
UBERON:0012172	stomach primordium
UBERON:0012175	acoustico-facial VII-VIII ganglion complex
UBERON:0012180	head or neck skin
UBERON:0012239	urinary bladder vasculature
UBERON:0012240	urethral meatus
UBERON:0012241	male urethral meatus
UBERON:0012242	internal urethral orifice
UBERON:0012247	cervical gland
UBERON:0012248	cervical mucosa
UBERON:0012249	ectocervix
UBERON:0012250	cervix glandular epithelium
UBERON:0012251	ectocervical epithelium
UBERON:0012252	endocervical epithelium
UBERON:0012253	cervical squamo-columnar junction
UBERON:0012254	abdominal aorta artery
UBERON:0012274	columnar epithelium
UBERON:0012275	meso-epithelium
UBERON:0012276	endometrium glandular epithelium
UBERON:0012278	gland of nasal mucosa
UBERON:0012279	chromaffin paraganglion
UBERON:0012292	embryonic cloacal fold
UBERON:0012299	mucosa of urethra
UBERON:0012313	1st arch maxillary ectoderm
UBERON:0012314	embryonic facial prominence
UBERON:0012317	vagina orifice
UBERON:0012320	cervical artery
UBERON:0012321	deep cervical artery
UBERON:0012329	keratinized stratified squamous epithelium
UBERON:0012330	nasal-associated lymphoid tissue
UBERON:0012332	broad ligament of uterus
UBERON:0012344	holocrine gland
UBERON:0012354	acropodium region
UBERON:0012355	manual acropodium region
UBERON:0012356	pedal acropodium region
UBERON:0012357	digitopodium bone
UBERON:0012358	manual digitopodium bone
UBERON:0012359	pedal digitopodium bone
UBERON:0012360	bone of jaw
UBERON:0012361	internal anal region
UBERON:0012367	muscle layer of intestine
UBERON:0012373	sympathetic nerve plexus
UBERON:0012375	subserosa
UBERON:0012377	muscle layer of jejunum
UBERON:0012378	muscle layer of urinary bladder
UBERON:0012416	respiratory system arterial smooth muscle
UBERON:0012418	respiratory system venous smooth muscle
UBERON:0012423	layer of microvilli
UBERON:0012425	striated border microvillus layer
UBERON:0012429	hematopoietic tissue
UBERON:0012430	tunica fibrosa of eyeball
UBERON:0012441	endothelium of peritubular capillary
UBERON:0012463	cloacal lumen
UBERON:0012464	cloacal vent
UBERON:0012465	lumen of terminal part of digestive tract
UBERON:0012466	extraembryonic cavity
UBERON:0012467	enclosed anatomical space
UBERON:0012468	anal tooth
UBERON:0012469	external anal region
UBERON:0012475	skeleton of pectoral complex
UBERON:0012476	skeleton of pelvic complex
UBERON:0012477	dorsal part of neck
UBERON:0012478	cloacal gland
UBERON:0012480	cloacal mucosa
UBERON:0012481	cloacal epithelium
UBERON:0012482	submucosa of cloaca
UBERON:0012483	serosa of cloaca
UBERON:0012485	cloacal villus
UBERON:0012486	muscle layer of cloaca
UBERON:0012487	vaginal sphincter
UBERON:0012488	muscle layer of duodenum
UBERON:0012489	muscle layer of colon
UBERON:0012490	muscle layer of anal canal
UBERON:0012498	serosa of appendix
UBERON:0012499	serosa of uterine tube
UBERON:0012503	serosa of fundus of stomach
UBERON:0012504	adventitia of esophagus
UBERON:0012615	umbilical smooth muscle
UBERON:0012650	gastroduodenal junction
UBERON:0012651	mucosa of gastroduodenal junction
UBERON:0013121	proximal epiphysis of phalanx of pes
UBERON:0013122	distal epiphysis of phalanx of pes
UBERON:0013126	vein of abdomen
UBERON:0013136	vein of lip
UBERON:0013139	ligament of liver
UBERON:0013140	systemic vein
UBERON:0013149	hindbrain vesicle
UBERON:0013150	future brain vesicle
UBERON:0013151	choroidal artery
UBERON:0013156	1st arch mandibular endoderm
UBERON:0013158	foregut-midgut junction gland
UBERON:0013159	epithalamus mantle layer
UBERON:0013160	epithalamus ventricular layer
UBERON:0013161	left lateral ventricle
UBERON:0013162	right lateral ventricle
UBERON:0013191	ovarian cortex
UBERON:0013192	ovarian medulla
UBERON:0013228	sweat gland of eyelid
UBERON:0013229	eyelid gland
UBERON:0013231	sebaceous gland of eyelid
UBERON:0013232	serous acinus
UBERON:0013238	future glans
UBERON:0013239	future glans penis
UBERON:0013240	future glans clitoris
UBERON:0013241	embryonic urethral groove
UBERON:0013247	male paramesonephric duct
UBERON:0013280	diaphysis of tibia
UBERON:0013411	cranial cavity
UBERON:0013478	cecal tonsil
UBERON:0013479	lung endothelium
UBERON:0013481	crypt of Lieberkuhn of ileum
UBERON:0013482	crypt of Lieberkuhn of duodenum
UBERON:0013483	crypt of Lieberkuhn of jejunum
UBERON:0013485	crypt of Lieberkuhn of colon
UBERON:0013486	crypt of Lieberkuhn of appendix
UBERON:0013498	vestibulo-cochlear VIII ganglion complex
UBERON:0013501	cloacal sphincter
UBERON:0013503	caudal vertebra cartilage element
UBERON:0013504	caudal vertebra pre-cartilage condensation
UBERON:0013505	cervical vertebra cartilage element
UBERON:0013506	cervical vertebra pre-cartilage condensation
UBERON:0013507	thoracic vertebra cartilage element
UBERON:0013508	thoracic vertebra pre-cartilage condensation
UBERON:0013514	space surrounding organism
UBERON:0013515	subdivision of oviduct
UBERON:0013522	subdivision of tube
UBERON:0013525	stomach lumen
UBERON:0013526	otocyst lumen
UBERON:0013630	short bone
UBERON:0013631	sesamoid element
UBERON:0013632	sesamoid cartilage
UBERON:0013636	epithelium of intestinal villus
UBERON:0013637	prostate gland lateral lobe
UBERON:0013685	foramen of skull
UBERON:0013686	anatomical conduit space
UBERON:0013687	pericranium
UBERON:0013688	tonsil germinal center
UBERON:0013689	appendix lymphoid tissue
UBERON:0013694	brain endothelium
UBERON:0013695	colon endothelium
UBERON:0013696	tonsil epithelium
UBERON:0013697	exocrine pancreas epithelium
UBERON:0013699	strand of axillary hair
UBERON:0013700	axial musculature
UBERON:0013701	main body axis
UBERON:0013702	body proper
UBERON:0013703	integumentary projection
UBERON:0013704	notochordal canal
UBERON:0013727	notochordal fluid
UBERON:0013749	metaphysis of humerus
UBERON:0013750	metaphysis of tibia
UBERON:0013752	diaphysis of metacarpal bone
UBERON:0013753	distal epiphysis of metacarpal bone
UBERON:0013754	integumentary system layer
UBERON:0013755	arterial blood
UBERON:0013756	venous blood
UBERON:0013757	capillary blood
UBERON:0013758	cervical os
UBERON:0013760	external cervical os
UBERON:0013761	cervical cavity
UBERON:0013765	digestive system element
UBERON:0013768	great vessel of heart
UBERON:0013769	uterine lumen
UBERON:0013772	left nipple
UBERON:0013773	right nipple
UBERON:0013774	diaphysis of metatarsal bone
UBERON:0014371	future telencephalon
UBERON:0014382	collection of hairs on head or neck
UBERON:0014387	mesenchyme derived from neural crest
UBERON:0014388	kidney collecting duct epithelium
UBERON:0014389	gustatory papilla of tongue
UBERON:0014390	muscle layer of ileum
UBERON:0014393	sweat of axilla
UBERON:0014395	proximal mesopodial bone
UBERON:0014399	sinusoidal space
UBERON:0014400	hepatic sinusoidal space
UBERON:0014401	renal venous blood vessel
UBERON:0014451	tongue taste bud
UBERON:0014452	gustatory epithelium of tongue
UBERON:0014454	visceral abdominal adipose tissue
UBERON:0014455	subcutaneous abdominal adipose tissue
UBERON:0014466	subarachnoid fissure
UBERON:0014477	thoracic skeleton
UBERON:0014478	rib skeletal system
UBERON:0014530	white matter lamina of neuraxis
UBERON:0014531	white matter lamina of diencephalon
UBERON:0014532	white matter lamina of cerebral hemisphere
UBERON:0014540	white matter lamina of cerebellum
UBERON:0014609	thoracic spinal cord dorsal horn
UBERON:0014610	thoracic spinal cord ventral horn
UBERON:0014613	cervical spinal cord gray matter
UBERON:0014614	cervical spinal cord white matter
UBERON:0014615	accessory nerve root
UBERON:0014620	cervical spinal cord dorsal horn
UBERON:0014621	cervical spinal cord ventral horn
UBERON:0014635	dorsal nerve root of cervical spinal cord
UBERON:0014636	thoracic spinal cord gray matter
UBERON:0014637	thoracic spinal cord white matter
UBERON:0014649	white matter of medulla oblongata
UBERON:0014686	angular vein
UBERON:0014695	deep auricular artery
UBERON:0014699	extraembryonic venous system
UBERON:0014701	extraembryonic vascular system
UBERON:0014702	frontonasal process epithelium
UBERON:0014703	anal membrane ectodermal component
UBERON:0014704	pleuroperitoneal canal lumen
UBERON:0014705	median lingual swelling epithelium
UBERON:0014706	primitive renal collecting duct system
UBERON:0014716	interlobular duct
UBERON:0014717	mucous acinus
UBERON:0014719	intralobular duct
UBERON:0014720	interlobar duct
UBERON:0014769	palpebral vein
UBERON:0014770	palpebral artery
UBERON:0014775	prosomere
UBERON:0014776	midbrain neuromere
UBERON:0014777	spinal neuromere
UBERON:0014783	cloacal muscle
UBERON:0014790	lingual septum
UBERON:0014791	musculature of forelimb stylopod
UBERON:0014792	musculature of pelvic complex
UBERON:0014793	musculature of pectoral complex
UBERON:0014794	pectoral appendage muscle
UBERON:0014795	pelvic appendage muscle
UBERON:0014876	distal epiphysis of distal phalanx of pedal digit
UBERON:0014886	distal epiphysis of distal phalanx of manual digit
UBERON:0014887	distal epiphysis of distal phalanx of digit
UBERON:0014891	brainstem white matter
UBERON:0014892	skeletal muscle organ
UBERON:0014903	primordial vasculature
UBERON:0014907	intersomitic vessel
UBERON:0014930	perivascular space
UBERON:0014935	cerebral cortex marginal layer
UBERON:0014950	layer of developing cerebral cortex
UBERON:0015004	tibia endochondral element
UBERON:0015007	cervical vertebra endochondral element
UBERON:0015008	thoracic vertebra endochondral element
UBERON:0015019	rib endochondral element
UBERON:0015021	forelimb endochondral element
UBERON:0015022	hindlimb endochondral element
UBERON:0015023	phalanx endochondral element
UBERON:0015024	manual digit phalanx endochondral element
UBERON:0015030	pedal digit phalanx endochondral element
UBERON:0015036	pedal digit metatarsal endochondral element
UBERON:0015042	manual digit metacarpus endochondral element
UBERON:0015049	carpus endochondral element
UBERON:0015050	tarsus endochondral element
UBERON:0015052	femur endochondral element
UBERON:0015053	humerus endochondral element
UBERON:0015057	scapula endochondral element
UBERON:0015059	orbitosphenoid endochondral element
UBERON:0015060	sphenoid endochondral element
UBERON:0015061	limb endochondral element
UBERON:0015063	autopod endochondral element
UBERON:0015064	autopod cartilage
UBERON:0015078	proximal carpal endochondral element
UBERON:0015079	proximal carpal cartilage
UBERON:0015080	proximal carpal bone pre-cartilage condensation
UBERON:0015081	proximal tarsal endochondral element
UBERON:0015082	proximal tarsal cartilage
UBERON:0015083	proximal tarsal bone pre-cartilage condensation
UBERON:0015128	subepicardial layer of epicardium
UBERON:0015129	epicardial fat
UBERON:0015130	connective tissue of prostate gland
UBERON:0015144	autopod hair
UBERON:0015145	pes hair
UBERON:0015146	manus hair
UBERON:0015147	pinna hair
UBERON:0015148	tail hair
UBERON:0015150	dorsal hair
UBERON:0015152	gland of ocular region
UBERON:0015154	lateral gland of orbital region
UBERON:0015155	conjunctival space
UBERON:0015165	multi-unit eye
UBERON:0015172	endometrial blood vessel
UBERON:0015178	somite border
UBERON:0015179	somite boundary epithelium
UBERON:0015181	neck of tooth
UBERON:0015212	lateral structure
UBERON:0015228	circulatory organ
UBERON:0015238	pineal complex
UBERON:0015249	digit skin
UBERON:0015280	pancreas left lobe
UBERON:0015281	pancreas right lobe
UBERON:0015329	respiratory system basement membrane
UBERON:0015410	heart plus pericardium
UBERON:0015418	urethra mesenchymal layer
UBERON:0015420	ureteral valve
UBERON:0015453	subcutaneous lymph node
UBERON:0015474	axilla skin
UBERON:0015476	nose skin
UBERON:0015481	left hepatic artery
UBERON:0015482	right hepatic artery
UBERON:0015485	choledocho-duodenal junction
UBERON:0015716	anal canal epithelium
UBERON:0015717	smooth muscle tissue layer of ejaculatory duct
UBERON:0015757	heterogeneous tissue
UBERON:0015766	epithelium of duct of salivary gland
UBERON:0015783	smooth muscle layer in fatty layer of subcutaneous tissue
UBERON:0015786	respiratory segment of nasal mucosa
UBERON:0015787	upper respiratory conduit
UBERON:0015788	olfactory apparatus chamber
UBERON:0015789	cranial or facial muscle
UBERON:0015790	autopod skin
UBERON:0015791	digit connective tissue
UBERON:0015796	liver blood vessel
UBERON:0015807	ear epithelium
UBERON:0015808	eye epithelium
UBERON:0015813	middle ear epithelium
UBERON:0015814	outer ear epithelium
UBERON:0015833	foregut epithelium
UBERON:0015834	duodenum lamina propria
UBERON:0015860	visceral abdominal lymph node
UBERON:0015870	lymph node of head
UBERON:0015871	facial lymph node
UBERON:0015917	superficial lymph node
UBERON:0015918	deep lymph node
UBERON:0016398	lymph node of lower limb
UBERON:0016399	lymph node of upper limb
UBERON:0016405	pulmonary capillary
UBERON:0016410	male breast
UBERON:0016413	medullary cavity of long bone
UBERON:0016422	compact bone of long bone
UBERON:0016423	compact bone of diaphysis
UBERON:0016435	chest wall
UBERON:0016446	hair of head
UBERON:0016447	hair of trunk
UBERON:0016478	liver stroma
UBERON:0016479	capsule of liver
UBERON:0016481	bronchial lymph node
UBERON:0016490	auditory system
UBERON:0016491	vertebral centrum element
UBERON:0016502	stomach fundus lumen
UBERON:0016509	cavity of right ventricle
UBERON:0016510	epithelium of male urethra
UBERON:0016511	lamina propria of fundus of stomach
UBERON:0016512	lumen of duodenum
UBERON:0016513	cavity of left atrium
UBERON:0016514	cavity of left ventricle
UBERON:0016517	lumen of jejunum
UBERON:0016520	epithelium of female urethra
UBERON:0016522	cavity of right atrium
UBERON:0016525	frontal lobe
UBERON:0016526	lobe of cerebral hemisphere
UBERON:0016527	white matter of cerebral lobe
UBERON:0016528	white matter of frontal lobe
UBERON:0016529	cortex of cerebral lobe
UBERON:0016530	parietal cortex
UBERON:0016531	white matter of parietal lobe
UBERON:0016534	white matter of temporal lobe
UBERON:0016536	white matter of limbic lobe
UBERON:0016538	temporal cortex
UBERON:0016542	limbic cortex
UBERON:0016545	pharyngeal ectoderm
UBERON:0016548	central nervous system gray matter layer
UBERON:0016549	central nervous system white matter layer
UBERON:0016550	spinal cord column
UBERON:0016552	phlegm
UBERON:0016553	respiratory system mucus
UBERON:0016554	white matter of midbrain
UBERON:0016565	cerebral blood vessel
UBERON:0016566	pit
UBERON:0016570	lamina of gray matter of spinal cord
UBERON:0016611	"auditory hillocks, pharyngeal arch 1 derived"
UBERON:0016612	"auditory hillocks, pharyngeal arch 2 derived"
UBERON:0016854	dorsal part of optic cup
UBERON:0016879	future central nervous system
UBERON:0016880	future nervous system
UBERON:0016884	shoulder joint
UBERON:0016885	epithelium of terminal part of digestive tract
UBERON:0016886	muscle tissue of terminal part of digestive tract
UBERON:0016887	entire extraembryonic component
UBERON:0016888	transitional anatomical structure
UBERON:0016896	periosteum of long bone
UBERON:0017163	skin bony tubercle
